zip_code,week_of_vaccination,partially_vaccinated,fully_vaccinated,boosted,annotation,etl_timestamp,objectid
19104,1/31/2021 12:00:00 AM,8,653,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,280
19154,10/24/2021 12:00:00 AM,75,147,664,,2023/11/16 13:10:00+00,281
19152,3/20/2022 12:00:00 AM,20,25,55,,2023/11/16 13:10:00+00,282
19154,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,283
19120,5/2/2021 12:00:00 AM,156,1730,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,284
19137,6/12/2022 12:00:00 AM,,7,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,285
19133,5/1/2022 12:00:00 AM,13,20,36,,2023/11/16 13:10:00+00,286
19129,5/16/2021 12:00:00 AM,12,242,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,287
19139,7/4/2021 12:00:00 AM,12,245,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,288
19122,12/26/2021 12:00:00 AM,61,70,251,,2023/11/16 13:10:00+00,289
19133,5/30/2021 12:00:00 AM,48,329,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,290
19135,5/8/2022 12:00:00 AM,20,30,47,,2023/11/16 13:10:00+00,291
19153,1/2/2022 12:00:00 AM,25,88,161,,2023/11/16 13:10:00+00,292
19106,2/20/2022 12:00:00 AM,10,,9,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,293
19145,1/10/2021 12:00:00 AM,8,118,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,294
19147,5/9/2021 12:00:00 AM,93,1556,7,,2023/11/16 13:10:00+00,295
19119,5/8/2022 12:00:00 AM,8,24,46,,2023/11/16 13:10:00+00,296
19106,4/10/2022 12:00:00 AM,18,38,31,,2023/11/16 13:10:00+00,297
19132,6/19/2022 12:00:00 AM,23,35,33,,2023/11/16 13:10:00+00,298
19148,8/8/2021 12:00:00 AM,58,390,9,,2023/11/16 13:10:00+00,299
19106,2/14/2021 12:00:00 AM,11,310,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,300
19103,9/26/2021 12:00:00 AM,66,62,509,,2023/11/16 13:10:00+00,301
19131,8/1/2021 12:00:00 AM,31,181,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,302
19135,1/17/2021 12:00:00 AM,6,57,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,303
19111,6/6/2021 12:00:00 AM,65,1126,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,304
19147,10/3/2021 12:00:00 AM,75,107,505,,2023/11/16 13:10:00+00,305
19116,1/24/2021 12:00:00 AM,12,239,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,306
19139,7/31/2022 12:00:00 AM,45,39,47,,2023/11/16 13:10:00+00,307
19111,12/5/2021 12:00:00 AM,194,360,1118,,2023/11/16 13:10:00+00,308
19120,1/10/2021 12:00:00 AM,10,90,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,309
19130,7/10/2022 12:00:00 AM,64,27,30,,2023/11/16 13:10:00+00,310
19102,10/10/2021 12:00:00 AM,25,17,102,,2023/11/16 13:10:00+00,311
19136,1/2/2022 12:00:00 AM,140,183,478,,2023/11/16 13:10:00+00,312
19147,12/26/2021 12:00:00 AM,209,106,599,,2023/11/16 13:10:00+00,313
19114,8/7/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,314
19150,5/8/2022 12:00:00 AM,12,19,45,,2023/11/16 13:10:00+00,315
19121,10/3/2021 12:00:00 AM,55,236,136,,2023/11/16 13:10:00+00,316
19153,1/17/2021 12:00:00 AM,,23,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,317
19129,5/29/2022 12:00:00 AM,,,15,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,318
19154,6/19/2022 12:00:00 AM,15,18,29,,2023/11/16 13:10:00+00,319
19123,8/22/2021 12:00:00 AM,17,80,16,,2023/11/16 13:10:00+00,320
19148,9/26/2021 12:00:00 AM,55,266,292,,2023/11/16 13:10:00+00,321
19104,5/29/2022 12:00:00 AM,27,23,54,,2023/11/16 13:10:00+00,322
19120,11/28/2021 12:00:00 AM,191,434,897,,2023/11/16 13:10:00+00,323
19107,3/6/2022 12:00:00 AM,15,15,20,,2023/11/16 13:10:00+00,324
19103,8/8/2021 12:00:00 AM,21,48,15,,2023/11/16 13:10:00+00,325
19145,11/21/2021 12:00:00 AM,167,173,744,,2023/11/16 13:10:00+00,326
19109,5/23/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,327
19147,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,328
19147,10/24/2021 12:00:00 AM,193,118,1070,,2023/11/16 13:10:00+00,329
19120,5/1/2022 12:00:00 AM,37,69,85,,2023/11/16 13:10:00+00,330
19133,5/2/2021 12:00:00 AM,43,560,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,331
19104,7/17/2022 12:00:00 AM,55,38,50,,2023/11/16 13:10:00+00,332
19141,3/20/2022 12:00:00 AM,11,45,54,,2023/11/16 13:10:00+00,333
19124,6/12/2022 12:00:00 AM,32,57,71,,2023/11/16 13:10:00+00,334
19139,1/2/2022 12:00:00 AM,150,242,637,,2023/11/16 13:10:00+00,335
19136,7/31/2022 12:00:00 AM,28,18,30,,2023/11/16 13:10:00+00,336
19148,12/26/2021 12:00:00 AM,176,174,707,,2023/11/16 13:10:00+00,337
19132,7/18/2021 12:00:00 AM,30,161,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,338
19140,4/10/2022 12:00:00 AM,34,50,68,,2023/11/16 13:10:00+00,339
19132,5/30/2021 12:00:00 AM,32,371,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,340
19152,1/2/2022 12:00:00 AM,202,186,557,,2023/11/16 13:10:00+00,341
19144,1/10/2021 12:00:00 AM,18,97,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,342
19154,7/10/2022 12:00:00 AM,22,14,35,,2023/11/16 13:10:00+00,343
19107,2/20/2022 12:00:00 AM,20,26,52,,2023/11/16 13:10:00+00,344
19134,5/8/2022 12:00:00 AM,41,56,59,,2023/11/16 13:10:00+00,345
19123,12/26/2021 12:00:00 AM,68,50,235,,2023/11/16 13:10:00+00,346
19102,7/24/2022 12:00:00 AM,10,7,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,347
19128,7/25/2021 12:00:00 AM,9,80,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,348
19127,1/30/2022 12:00:00 AM,6,7,25,,2023/11/16 13:10:00+00,349
19104,4/24/2022 12:00:00 AM,53,46,90,,2023/11/16 13:10:00+00,350
19148,7/3/2022 12:00:00 AM,34,24,41,,2023/11/16 13:10:00+00,351
19152,9/12/2021 12:00:00 AM,29,214,44,,2023/11/16 13:10:00+00,352
19148,9/12/2021 12:00:00 AM,35,385,39,,2023/11/16 13:10:00+00,353
19118,7/24/2022 12:00:00 AM,7,10,19,,2023/11/16 13:10:00+00,354
19135,1/16/2022 12:00:00 AM,94,150,327,,2023/11/16 13:10:00+00,355
19147,4/4/2021 12:00:00 AM,199,2605,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,356
19115,3/13/2022 12:00:00 AM,16,37,57,,2023/11/16 13:10:00+00,357
19147,3/7/2021 12:00:00 AM,112,719,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,358
19152,7/3/2022 12:00:00 AM,13,16,30,,2023/11/16 13:10:00+00,359
19151,2/13/2022 12:00:00 AM,42,153,115,,2023/11/16 13:10:00+00,360
19135,8/15/2021 12:00:00 AM,45,266,17,,2023/11/16 13:10:00+00,361
19135,9/5/2021 12:00:00 AM,34,248,20,,2023/11/16 13:10:00+00,362
19107,2/27/2022 12:00:00 AM,16,17,36,,2023/11/16 13:10:00+00,363
19132,7/25/2021 12:00:00 AM,29,186,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,364
19107,9/5/2021 12:00:00 AM,17,60,23,,2023/11/16 13:10:00+00,365
19135,2/27/2022 12:00:00 AM,23,120,75,,2023/11/16 13:10:00+00,366
19137,12/12/2021 12:00:00 AM,18,44,129,,2023/11/16 13:10:00+00,367
19127,3/13/2022 12:00:00 AM,,,7,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,368
19121,7/24/2022 12:00:00 AM,24,22,30,,2023/11/16 13:10:00+00,369
19153,9/19/2021 12:00:00 AM,,73,9,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,370
19127,4/24/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,371
19126,3/28/2021 12:00:00 AM,33,730,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,372
19130,8/29/2021 12:00:00 AM,25,81,60,,2023/11/16 13:10:00+00,373
19149,11/14/2021 12:00:00 AM,149,230,613,,2023/11/16 13:10:00+00,374
19144,1/23/2022 12:00:00 AM,95,216,305,,2023/11/16 13:10:00+00,375
19140,5/22/2022 12:00:00 AM,38,52,76,,2023/11/16 13:10:00+00,376
19104,1/30/2022 12:00:00 AM,166,224,279,,2023/11/16 13:10:00+00,377
19120,6/12/2022 12:00:00 AM,41,55,64,,2023/11/16 13:10:00+00,378
19137,5/2/2021 12:00:00 AM,11,141,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,379
19138,4/25/2021 12:00:00 AM,39,542,6,,2023/11/16 13:10:00+00,380
19143,10/24/2021 12:00:00 AM,129,366,783,,2023/11/16 13:10:00+00,381
19141,11/21/2021 12:00:00 AM,41,106,231,,2023/11/16 13:10:00+00,382
19124,5/1/2022 12:00:00 AM,37,45,65,,2023/11/16 13:10:00+00,383
19113,1/31/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,384
19145,3/20/2022 12:00:00 AM,32,69,88,,2023/11/16 13:10:00+00,385
19143,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,386
19149,2/28/2021 12:00:00 AM,89,297,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,387
19146,10/24/2021 12:00:00 AM,187,182,850,,2023/11/16 13:10:00+00,388
19109,3/21/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,389
19146,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,390
19125,6/12/2022 12:00:00 AM,9,12,47,,2023/11/16 13:10:00+00,391
19144,11/21/2021 12:00:00 AM,74,125,464,,2023/11/16 13:10:00+00,392
19140,3/20/2022 12:00:00 AM,39,63,102,,2023/11/16 13:10:00+00,393
19132,5/2/2021 12:00:00 AM,48,619,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,394
19116,1/31/2021 12:00:00 AM,16,278,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,395
19121,5/1/2022 12:00:00 AM,14,25,38,,2023/11/16 13:10:00+00,396
19114,8/22/2021 12:00:00 AM,25,193,47,,2023/11/16 13:10:00+00,397
19134,8/8/2021 12:00:00 AM,74,321,8,,2023/11/16 13:10:00+00,398
19133,5/29/2022 12:00:00 AM,13,21,19,,2023/11/16 13:10:00+00,399
19141,12/27/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,400
19127,4/17/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,401
19149,1/17/2021 12:00:00 AM,,108,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,402
19130,3/6/2022 12:00:00 AM,15,19,31,,2023/11/16 13:10:00+00,403
19150,11/7/2021 12:00:00 AM,39,102,443,,2023/11/16 13:10:00+00,404
19124,1/10/2021 12:00:00 AM,11,48,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,405
19154,5/8/2022 12:00:00 AM,8,8,41,,2023/11/16 13:10:00+00,406
19106,10/10/2021 12:00:00 AM,33,39,231,,2023/11/16 13:10:00+00,407
19115,12/5/2021 12:00:00 AM,134,183,673,,2023/11/16 13:10:00+00,408
19143,12/26/2021 12:00:00 AM,120,187,635,,2023/11/16 13:10:00+00,409
19152,5/30/2021 12:00:00 AM,50,517,7,,2023/11/16 13:10:00+00,410
19134,7/10/2022 12:00:00 AM,39,20,47,,2023/11/16 13:10:00+00,411
19132,1/2/2022 12:00:00 AM,137,200,417,,2023/11/16 13:10:00+00,412
19139,7/18/2021 12:00:00 AM,34,202,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,413
19153,7/11/2021 12:00:00 AM,9,71,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,414
19121,7/4/2021 12:00:00 AM,15,175,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,415
19138,5/2/2021 12:00:00 AM,31,555,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,416
19137,4/25/2021 12:00:00 AM,13,138,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,417
19114,6/27/2021 12:00:00 AM,9,159,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,418
19146,2/28/2021 12:00:00 AM,113,654,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,419
19145,3/14/2021 12:00:00 AM,113,872,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,420
19102,5/23/2021 12:00:00 AM,,47,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,421
19103,3/21/2021 12:00:00 AM,103,1165,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,422
19125,2/21/2021 12:00:00 AM,33,209,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,423
19131,5/16/2021 12:00:00 AM,36,862,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,424
19154,4/18/2021 12:00:00 AM,174,892,6,,2023/11/16 13:10:00+00,425
19140,2/6/2022 12:00:00 AM,138,393,259,,2023/11/16 13:10:00+00,426
19135,5/15/2022 12:00:00 AM,9,18,39,,2023/11/16 13:10:00+00,427
19146,2/14/2021 12:00:00 AM,22,539,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,428
19153,6/5/2022 12:00:00 AM,6,10,21,,2023/11/16 13:10:00+00,429
19140,2/7/2021 12:00:00 AM,26,142,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,430
19128,8/22/2021 12:00:00 AM,19,161,59,,2023/11/16 13:10:00+00,431
19107,10/3/2021 12:00:00 AM,51,48,201,,2023/11/16 13:10:00+00,432
19152,12/13/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,433
19151,6/6/2021 12:00:00 AM,14,400,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,434
19143,9/26/2021 12:00:00 AM,59,414,254,,2023/11/16 13:10:00+00,435
19127,3/27/2022 12:00:00 AM,,,16,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,436
19151,7/10/2022 12:00:00 AM,26,24,35,,2023/11/16 13:10:00+00,437
19137,5/30/2021 12:00:00 AM,,98,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,438
19141,1/10/2021 12:00:00 AM,9,46,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,439
19102,2/20/2022 12:00:00 AM,9,,20,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,440
19126,12/26/2021 12:00:00 AM,46,63,224,,2023/11/16 13:10:00+00,441
19131,5/8/2022 12:00:00 AM,24,35,49,,2023/11/16 13:10:00+00,442
19143,4/17/2022 12:00:00 AM,36,55,97,,2023/11/16 13:10:00+00,443
19129,8/1/2021 12:00:00 AM,7,18,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,444
19118,2/6/2022 12:00:00 AM,,6,31,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,445
19118,2/7/2021 12:00:00 AM,8,267,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,446
19150,8/8/2021 12:00:00 AM,20,125,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,447
19109,6/6/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,448
19154,3/6/2022 12:00:00 AM,10,33,48,,2023/11/16 13:10:00+00,449
19134,11/7/2021 12:00:00 AM,110,308,455,,2023/11/16 13:10:00+00,450
19125,12/27/2020 12:00:00 AM,6,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,451
19124,6/27/2021 12:00:00 AM,55,639,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,452
19111,7/4/2021 12:00:00 AM,36,475,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,453
19132,5/23/2021 12:00:00 AM,34,526,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,454
19152,1/9/2022 12:00:00 AM,157,146,487,,2023/11/16 13:10:00+00,455
19107,4/25/2021 12:00:00 AM,66,424,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,456
19142,12/19/2021 12:00:00 AM,70,134,316,,2023/11/16 13:10:00+00,457
19144,10/31/2021 12:00:00 AM,84,214,532,,2023/11/16 13:10:00+00,458
19133,3/21/2021 12:00:00 AM,74,755,9,,2023/11/16 13:10:00+00,459
19143,6/13/2021 12:00:00 AM,30,670,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,460
19115,2/21/2021 12:00:00 AM,27,836,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,461
19106,11/29/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,462
19153,12/5/2021 12:00:00 AM,35,71,214,,2023/11/16 13:10:00+00,463
19118,6/26/2022 12:00:00 AM,10,,16,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,464
19121,2/20/2022 12:00:00 AM,38,95,85,,2023/11/16 13:10:00+00,465
19114,5/30/2021 12:00:00 AM,20,352,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,466
19140,10/10/2021 12:00:00 AM,92,354,234,,2023/11/16 13:10:00+00,467
19121,4/10/2022 12:00:00 AM,27,44,43,,2023/11/16 13:10:00+00,468
19138,5/30/2021 12:00:00 AM,18,444,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,469
19153,7/18/2021 12:00:00 AM,,66,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,470
19129,12/26/2021 12:00:00 AM,38,38,172,,2023/11/16 13:10:00+00,471
19134,6/26/2022 12:00:00 AM,36,36,49,,2023/11/16 13:10:00+00,472
19140,7/11/2021 12:00:00 AM,30,467,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,473
19122,5/16/2021 12:00:00 AM,45,447,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,474
19107,6/27/2021 12:00:00 AM,,67,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,475
19132,7/4/2021 12:00:00 AM,22,203,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,476
19136,2/21/2021 12:00:00 AM,16,269,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,477
19124,4/25/2021 12:00:00 AM,134,1113,13,,2023/11/16 13:10:00+00,478
19111,5/23/2021 12:00:00 AM,96,1119,6,,2023/11/16 13:10:00+00,479
19147,4/18/2021 12:00:00 AM,108,1320,7,,2023/11/16 13:10:00+00,480
19138,5/1/2022 12:00:00 AM,15,26,39,,2023/11/16 13:10:00+00,481
19151,9/5/2021 12:00:00 AM,28,218,19,,2023/11/16 13:10:00+00,482
19153,4/24/2022 12:00:00 AM,,11,8,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,483
19127,9/19/2021 12:00:00 AM,,18,7,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,484
19152,3/28/2021 12:00:00 AM,85,1692,7,,2023/11/16 13:10:00+00,485
19148,10/31/2021 12:00:00 AM,125,180,841,,2023/11/16 13:10:00+00,486
19104,5/2/2021 12:00:00 AM,129,3207,8,,2023/11/16 13:10:00+00,487
19133,7/17/2022 12:00:00 AM,12,17,22,,2023/11/16 13:10:00+00,488
19142,4/3/2022 12:00:00 AM,21,51,46,,2023/11/16 13:10:00+00,489
19128,6/27/2021 12:00:00 AM,10,146,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,490
19120,1/31/2021 12:00:00 AM,8,298,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,491
19153,1/3/2021 12:00:00 AM,,10,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,492
19142,4/11/2021 12:00:00 AM,85,565,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,493
19119,2/21/2021 12:00:00 AM,19,447,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,494
19141,9/19/2021 12:00:00 AM,27,208,41,,2023/11/16 13:10:00+00,495
19152,5/22/2022 12:00:00 AM,17,26,62,,2023/11/16 13:10:00+00,496
19133,7/24/2022 12:00:00 AM,25,13,23,,2023/11/16 13:10:00+00,497
19116,1/30/2022 12:00:00 AM,50,108,148,,2023/11/16 13:10:00+00,498
19134,3/28/2021 12:00:00 AM,164,2100,6,,2023/11/16 13:10:00+00,499
19135,4/24/2022 12:00:00 AM,15,26,38,,2023/11/16 13:10:00+00,500
19119,7/25/2021 12:00:00 AM,17,95,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,501
19122,8/29/2021 12:00:00 AM,21,109,17,,2023/11/16 13:10:00+00,502
19144,8/15/2021 12:00:00 AM,44,264,30,,2023/11/16 13:10:00+00,503
19143,7/25/2021 12:00:00 AM,44,258,8,,2023/11/16 13:10:00+00,504
19102,10/17/2021 12:00:00 AM,22,10,99,,2023/11/16 13:10:00+00,505
19120,2/13/2022 12:00:00 AM,108,430,251,,2023/11/16 13:10:00+00,506
19123,7/3/2022 12:00:00 AM,15,8,18,,2023/11/16 13:10:00+00,507
19139,9/12/2021 12:00:00 AM,39,283,33,,2023/11/16 13:10:00+00,508
19136,3/7/2021 12:00:00 AM,101,404,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,509
19144,1/16/2022 12:00:00 AM,129,209,390,,2023/11/16 13:10:00+00,510
19144,9/5/2021 12:00:00 AM,39,248,34,,2023/11/16 13:10:00+00,511
19136,4/4/2021 12:00:00 AM,84,1627,8,,2023/11/16 13:10:00+00,512
19131,10/17/2021 12:00:00 AM,66,187,302,,2023/11/16 13:10:00+00,513
19128,9/19/2021 12:00:00 AM,33,148,94,,2023/11/16 13:10:00+00,514
19132,11/14/2021 12:00:00 AM,63,187,367,,2023/11/16 13:10:00+00,515
19147,12/12/2021 12:00:00 AM,344,221,1255,,2023/11/16 13:10:00+00,516
19145,2/27/2022 12:00:00 AM,36,95,110,,2023/11/16 13:10:00+00,517
19131,2/14/2021 12:00:00 AM,29,311,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,518
19124,6/5/2022 12:00:00 AM,36,37,65,,2023/11/16 13:10:00+00,519
19102,1/17/2021 12:00:00 AM,8,82,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,520
19126,6/6/2021 12:00:00 AM,8,236,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,521
19137,2/7/2021 12:00:00 AM,,61,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,522
19150,3/27/2022 12:00:00 AM,17,26,48,,2023/11/16 13:10:00+00,523
19134,9/26/2021 12:00:00 AM,75,353,163,,2023/11/16 13:10:00+00,524
19142,5/15/2022 12:00:00 AM,17,32,45,,2023/11/16 13:10:00+00,525
19125,12/13/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,526
19106,8/1/2021 12:00:00 AM,7,15,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,527
19121,1/24/2021 12:00:00 AM,19,100,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,528
19137,2/6/2022 12:00:00 AM,13,38,25,,2023/11/16 13:10:00+00,529
19143,8/7/2022 12:00:00 AM,20,26,19,,2023/11/16 13:10:00+00,530
19134,2/20/2022 12:00:00 AM,66,253,145,,2023/11/16 13:10:00+00,531
19107,5/8/2022 12:00:00 AM,10,23,26,,2023/11/16 13:10:00+00,532
19146,12/5/2021 12:00:00 AM,323,396,1155,,2023/11/16 13:10:00+00,533
19118,4/10/2022 12:00:00 AM,8,32,24,,2023/11/16 13:10:00+00,534
19104,4/11/2021 12:00:00 AM,241,1554,6,,2023/11/16 13:10:00+00,535
19136,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,536
19136,10/24/2021 12:00:00 AM,56,151,494,,2023/11/16 13:10:00+00,537
19130,3/20/2022 12:00:00 AM,12,19,30,,2023/11/16 13:10:00+00,538
19129,7/11/2021 12:00:00 AM,,40,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,539
19142,5/2/2021 12:00:00 AM,44,646,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,540
19115,1/3/2021 12:00:00 AM,17,58,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,541
19104,4/3/2022 12:00:00 AM,54,53,88,,2023/11/16 13:10:00+00,542
19111,6/20/2021 12:00:00 AM,56,671,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,543
19134,11/21/2021 12:00:00 AM,123,173,396,,2023/11/16 13:10:00+00,544
19118,1/9/2022 12:00:00 AM,31,20,153,,2023/11/16 13:10:00+00,545
19151,5/1/2022 12:00:00 AM,15,24,45,,2023/11/16 13:10:00+00,546
19115,10/3/2021 12:00:00 AM,45,152,350,,2023/11/16 13:10:00+00,547
19140,12/13/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,548
19127,5/15/2022 12:00:00 AM,,,11,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,549
19152,2/6/2022 12:00:00 AM,44,161,164,,2023/11/16 13:10:00+00,550
19152,2/7/2021 12:00:00 AM,29,372,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,551
19154,2/14/2021 12:00:00 AM,20,302,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,552
19143,6/6/2021 12:00:00 AM,32,789,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,553
19135,3/27/2022 12:00:00 AM,16,36,36,,2023/11/16 13:10:00+00,554
19141,6/5/2022 12:00:00 AM,11,21,34,,2023/11/16 13:10:00+00,555
19144,1/24/2021 12:00:00 AM,15,156,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,556
19139,11/28/2021 12:00:00 AM,111,297,660,,2023/11/16 13:10:00+00,557
19151,9/26/2021 12:00:00 AM,29,187,131,,2023/11/16 13:10:00+00,558
19154,1/10/2021 12:00:00 AM,17,101,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,559
19122,5/30/2021 12:00:00 AM,20,246,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,560
19142,1/2/2022 12:00:00 AM,126,194,394,,2023/11/16 13:10:00+00,561
19144,7/10/2022 12:00:00 AM,42,29,53,,2023/11/16 13:10:00+00,562
19124,5/8/2022 12:00:00 AM,42,49,77,,2023/11/16 13:10:00+00,563
19133,12/26/2021 12:00:00 AM,60,109,211,,2023/11/16 13:10:00+00,564
19149,7/18/2021 12:00:00 AM,69,505,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,565
19119,7/3/2022 12:00:00 AM,39,18,44,,2023/11/16 13:10:00+00,566
