zip_code,week_of_vaccination,partially_vaccinated,fully_vaccinated,boosted,annotation,etl_timestamp,objectid
19121,6/13/2021 12:00:00 AM,19,312,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1949
19151,3/21/2021 12:00:00 AM,39,1263,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1950
19120,12/19/2021 12:00:00 AM,212,274,839,,2023/11/16 13:10:00+00,1951
19106,4/18/2021 12:00:00 AM,35,360,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1952
19114,2/28/2021 12:00:00 AM,43,457,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1953
19150,5/23/2021 12:00:00 AM,21,359,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1954
19126,10/31/2021 12:00:00 AM,30,94,246,,2023/11/16 13:10:00+00,1955
19130,1/9/2022 12:00:00 AM,124,68,312,,2023/11/16 13:10:00+00,1956
19146,6/27/2021 12:00:00 AM,22,292,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1957
19139,6/20/2021 12:00:00 AM,14,342,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1958
19134,3/20/2022 12:00:00 AM,52,106,109,,2023/11/16 13:10:00+00,1959
19149,4/25/2021 12:00:00 AM,138,1001,17,,2023/11/16 13:10:00+00,1960
19111,1/3/2021 12:00:00 AM,51,98,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1961
19146,5/2/2021 12:00:00 AM,90,2330,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1962
19138,2/28/2021 12:00:00 AM,31,270,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1963
19132,10/24/2021 12:00:00 AM,75,251,336,,2023/11/16 13:10:00+00,1964
19115,6/20/2021 12:00:00 AM,18,276,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1965
19130,11/21/2021 12:00:00 AM,173,88,597,,2023/11/16 13:10:00+00,1966
19151,6/12/2022 12:00:00 AM,14,24,54,,2023/11/16 13:10:00+00,1967
19132,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1968
19135,3/13/2022 12:00:00 AM,15,68,52,,2023/11/16 13:10:00+00,1969
19138,7/24/2022 12:00:00 AM,21,25,28,,2023/11/16 13:10:00+00,1970
19115,1/16/2022 12:00:00 AM,90,148,390,,2023/11/16 13:10:00+00,1971
19125,12/12/2021 12:00:00 AM,220,163,699,,2023/11/16 13:10:00+00,1972
19115,8/15/2021 12:00:00 AM,22,205,43,,2023/11/16 13:10:00+00,1973
19115,9/5/2021 12:00:00 AM,28,200,30,,2023/11/16 13:10:00+00,1974
19127,2/27/2022 12:00:00 AM,,,11,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1975
19129,8/29/2021 12:00:00 AM,12,50,62,,2023/11/16 13:10:00+00,1976
19153,10/17/2021 12:00:00 AM,11,56,89,,2023/11/16 13:10:00+00,1977
19150,11/14/2021 12:00:00 AM,49,94,488,,2023/11/16 13:10:00+00,1978
19144,6/13/2021 12:00:00 AM,32,373,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1979
19116,7/4/2021 12:00:00 AM,9,138,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1980
19134,3/21/2021 12:00:00 AM,87,1787,6,,2023/11/16 13:10:00+00,1981
19135,5/23/2021 12:00:00 AM,48,536,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1982
19106,5/16/2021 12:00:00 AM,11,191,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1983
19143,10/31/2021 12:00:00 AM,111,338,787,,2023/11/16 13:10:00+00,1984
19118,6/12/2022 12:00:00 AM,,,20,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1985
19149,4/3/2022 12:00:00 AM,36,73,71,,2023/11/16 13:10:00+00,1986
19149,4/11/2021 12:00:00 AM,353,1844,13,,2023/11/16 13:10:00+00,1987
19138,7/17/2022 12:00:00 AM,29,26,40,,2023/11/16 13:10:00+00,1988
19112,2/21/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1989
19123,6/27/2021 12:00:00 AM,,70,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1990
19145,12/19/2021 12:00:00 AM,163,192,784,,2023/11/16 13:10:00+00,1991
19141,2/27/2022 12:00:00 AM,41,81,81,,2023/11/16 13:10:00+00,1992
19135,10/17/2021 12:00:00 AM,37,170,149,,2023/11/16 13:10:00+00,1993
19136,11/14/2021 12:00:00 AM,61,120,446,,2023/11/16 13:10:00+00,1994
19143,12/12/2021 12:00:00 AM,246,374,1420,,2023/11/16 13:10:00+00,1995
19153,3/13/2022 12:00:00 AM,,22,32,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1996
19114,7/3/2022 12:00:00 AM,9,9,18,,2023/11/16 13:10:00+00,1997
19139,7/3/2022 12:00:00 AM,21,33,39,,2023/11/16 13:10:00+00,1998
19116,1/23/2022 12:00:00 AM,52,114,215,,2023/11/16 13:10:00+00,1999
19118,10/17/2021 12:00:00 AM,13,22,186,,2023/11/16 13:10:00+00,2000
19123,9/12/2021 12:00:00 AM,17,78,23,,2023/11/16 13:10:00+00,2001
19128,8/7/2022 12:00:00 AM,8,7,10,,2023/11/16 13:10:00+00,2002
19132,5/9/2021 12:00:00 AM,57,693,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2003
19146,4/3/2022 12:00:00 AM,20,62,55,,2023/11/16 13:10:00+00,2004
19146,4/11/2021 12:00:00 AM,138,1303,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2005
19137,7/17/2022 12:00:00 AM,7,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2006
19124,1/31/2021 12:00:00 AM,12,250,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2007
19153,6/20/2021 12:00:00 AM,8,135,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2008
19119,7/4/2021 12:00:00 AM,11,110,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2009
19116,3/14/2021 12:00:00 AM,77,622,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2010
19151,5/23/2021 12:00:00 AM,31,482,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2011
19120,6/13/2021 12:00:00 AM,63,960,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2012
19138,6/20/2021 12:00:00 AM,13,273,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2013
19127,10/31/2021 12:00:00 AM,28,13,108,,2023/11/16 13:10:00+00,2014
19131,1/9/2022 12:00:00 AM,146,200,629,,2023/11/16 13:10:00+00,2015
19107,4/18/2021 12:00:00 AM,67,428,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2016
19150,3/21/2021 12:00:00 AM,28,1164,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2017
19119,3/20/2022 12:00:00 AM,7,16,29,,2023/11/16 13:10:00+00,2018
19147,6/27/2021 12:00:00 AM,10,144,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2019
19121,12/19/2021 12:00:00 AM,103,120,489,,2023/11/16 13:10:00+00,2020
19115,2/28/2021 12:00:00 AM,66,588,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2021
19116,11/7/2021 12:00:00 AM,84,117,630,,2023/11/16 13:10:00+00,2022
19151,11/28/2021 12:00:00 AM,83,160,491,,2023/11/16 13:10:00+00,2023
19152,8/22/2021 12:00:00 AM,48,267,34,,2023/11/16 13:10:00+00,2024
19107,12/27/2020 12:00:00 AM,7,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2025
19128,12/13/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2026
19129,6/5/2022 12:00:00 AM,10,13,17,,2023/11/16 13:10:00+00,2027
19139,9/26/2021 12:00:00 AM,48,312,118,,2023/11/16 13:10:00+00,2028
19116,12/6/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2029
19147,3/27/2022 12:00:00 AM,24,55,79,,2023/11/16 13:10:00+00,2030
19136,1/24/2021 12:00:00 AM,11,223,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2031
19148,8/22/2021 12:00:00 AM,54,350,49,,2023/11/16 13:10:00+00,2032
19133,6/5/2022 12:00:00 AM,20,14,32,,2023/11/16 13:10:00+00,2033
19111,8/1/2021 12:00:00 AM,67,356,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2034
19132,12/13/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2035
19126,2/14/2021 12:00:00 AM,14,114,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2036
19131,6/6/2021 12:00:00 AM,20,499,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2037
19123,9/26/2021 12:00:00 AM,41,87,137,,2023/11/16 13:10:00+00,2038
19120,2/7/2021 12:00:00 AM,35,293,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2039
19120,2/6/2022 12:00:00 AM,144,545,319,,2023/11/16 13:10:00+00,2040
19115,1/17/2021 12:00:00 AM,11,120,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2041
19112,2/6/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2042
19114,2/14/2021 12:00:00 AM,16,278,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2043
19149,4/17/2022 12:00:00 AM,42,59,77,,2023/11/16 13:10:00+00,2044
19111,9/26/2021 12:00:00 AM,70,359,350,,2023/11/16 13:10:00+00,2045
19104,1/24/2021 12:00:00 AM,24,308,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2046
19127,1/17/2021 12:00:00 AM,,42,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2047
19120,6/19/2022 12:00:00 AM,43,53,69,,2023/11/16 13:10:00+00,2048
19103,6/6/2021 12:00:00 AM,22,179,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2049
19112,2/7/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2050
19123,8/1/2021 12:00:00 AM,14,54,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2051
19135,11/7/2021 12:00:00 AM,48,150,265,,2023/11/16 13:10:00+00,2052
19142,4/17/2022 12:00:00 AM,14,38,35,,2023/11/16 13:10:00+00,2053
19119,2/7/2021 12:00:00 AM,41,397,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2054
19119,2/6/2022 12:00:00 AM,22,89,116,,2023/11/16 13:10:00+00,2055
19128,8/1/2021 12:00:00 AM,9,91,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2056
19151,8/8/2021 12:00:00 AM,20,190,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2057
19124,12/27/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2058
19136,5/9/2021 12:00:00 AM,42,974,8,,2023/11/16 13:10:00+00,2059
19118,1/10/2021 12:00:00 AM,,54,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2060
19129,12/5/2021 12:00:00 AM,69,105,320,,2023/11/16 13:10:00+00,2061
19133,5/9/2021 12:00:00 AM,39,577,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2062
19129,8/7/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2063
19104,7/31/2022 12:00:00 AM,58,33,26,,2023/11/16 13:10:00+00,2064
19142,4/24/2022 12:00:00 AM,15,53,41,,2023/11/16 13:10:00+00,2065
19143,3/28/2021 12:00:00 AM,77,2674,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2066
19149,3/13/2022 12:00:00 AM,52,94,102,,2023/11/16 13:10:00+00,2067
19125,5/22/2022 12:00:00 AM,10,17,38,,2023/11/16 13:10:00+00,2068
19114,9/12/2021 12:00:00 AM,19,206,48,,2023/11/16 13:10:00+00,2069
19136,9/19/2021 12:00:00 AM,25,189,52,,2023/11/16 13:10:00+00,2070
19121,1/23/2022 12:00:00 AM,122,172,272,,2023/11/16 13:10:00+00,2071
19144,7/24/2022 12:00:00 AM,47,54,54,,2023/11/16 13:10:00+00,2072
19130,3/21/2021 12:00:00 AM,238,1426,10,,2023/11/16 13:10:00+00,2073
19141,12/19/2021 12:00:00 AM,64,85,373,,2023/11/16 13:10:00+00,2074
19147,10/31/2021 12:00:00 AM,224,140,1075,,2023/11/16 13:10:00+00,2075
19116,2/21/2021 12:00:00 AM,18,593,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2076
19127,6/27/2021 12:00:00 AM,,15,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2077
19102,5/16/2021 12:00:00 AM,7,141,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2078
19140,6/13/2021 12:00:00 AM,57,607,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2079
19112,7/4/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2080
19151,1/9/2022 12:00:00 AM,94,176,517,,2023/11/16 13:10:00+00,2081
19118,5/1/2022 12:00:00 AM,,12,19,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2082
19131,5/23/2021 12:00:00 AM,43,612,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2083
19104,4/25/2021 12:00:00 AM,134,1126,7,,2023/11/16 13:10:00+00,2084
19135,10/10/2021 12:00:00 AM,33,221,131,,2023/11/16 13:10:00+00,2085
19107,7/10/2022 12:00:00 AM,16,12,19,,2023/11/16 13:10:00+00,2086
19154,2/20/2022 12:00:00 AM,16,78,79,,2023/11/16 13:10:00+00,2087
19139,5/9/2021 12:00:00 AM,68,979,6,,2023/11/16 13:10:00+00,2088
19123,8/7/2022 12:00:00 AM,8,8,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2089
19126,12/5/2021 12:00:00 AM,36,86,303,,2023/11/16 13:10:00+00,2090
19127,4/4/2021 12:00:00 AM,24,340,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2091
19131,2/13/2022 12:00:00 AM,45,201,131,,2023/11/16 13:10:00+00,2092
19132,7/3/2022 12:00:00 AM,17,28,23,,2023/11/16 13:10:00+00,2093
19128,9/12/2021 12:00:00 AM,13,142,39,,2023/11/16 13:10:00+00,2094
19127,3/7/2021 12:00:00 AM,13,79,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2095
19113,10/17/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2096
19152,7/25/2021 12:00:00 AM,14,195,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2097
19119,5/22/2022 12:00:00 AM,29,32,91,,2023/11/16 13:10:00+00,2098
19142,6/27/2021 12:00:00 AM,15,247,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2099
19102,4/18/2021 12:00:00 AM,40,122,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2100
19122,10/31/2021 12:00:00 AM,79,100,252,,2023/11/16 13:10:00+00,2101
19118,11/21/2021 12:00:00 AM,63,47,272,,2023/11/16 13:10:00+00,2102
19125,6/13/2021 12:00:00 AM,16,187,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2103
19113,3/14/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2104
19128,4/11/2021 12:00:00 AM,119,1160,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2105
19154,5/23/2021 12:00:00 AM,29,476,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2106
19134,1/9/2022 12:00:00 AM,220,336,558,,2023/11/16 13:10:00+00,2107
19124,12/19/2021 12:00:00 AM,173,237,752,,2023/11/16 13:10:00+00,2108
19139,1/3/2021 12:00:00 AM,7,43,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2109
19128,4/3/2022 12:00:00 AM,27,48,77,,2023/11/16 13:10:00+00,2110
19152,9/19/2021 12:00:00 AM,27,199,57,,2023/11/16 13:10:00+00,2111
19127,3/28/2021 12:00:00 AM,10,261,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2112
19126,4/24/2022 12:00:00 AM,13,16,33,,2023/11/16 13:10:00+00,2113
19145,1/23/2022 12:00:00 AM,127,228,468,,2023/11/16 13:10:00+00,2114
19141,5/22/2022 12:00:00 AM,19,23,42,,2023/11/16 13:10:00+00,2115
19131,8/29/2021 12:00:00 AM,23,221,32,,2023/11/16 13:10:00+00,2116
19120,7/24/2022 12:00:00 AM,61,63,57,,2023/11/16 13:10:00+00,2117
19148,11/14/2021 12:00:00 AM,173,180,992,,2023/11/16 13:10:00+00,2118
19137,7/10/2022 12:00:00 AM,,,8,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2119
19127,1/10/2021 12:00:00 AM,,50,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2120
19131,1/2/2022 12:00:00 AM,156,247,567,,2023/11/16 13:10:00+00,2121
19148,4/10/2022 12:00:00 AM,32,49,104,,2023/11/16 13:10:00+00,2122
19116,12/5/2021 12:00:00 AM,125,135,566,,2023/11/16 13:10:00+00,2123
19143,11/29/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2124
19109,5/9/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2125
19140,12/26/2021 12:00:00 AM,137,196,536,,2023/11/16 13:10:00+00,2126
19151,5/30/2021 12:00:00 AM,15,445,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2127
19106,6/13/2021 12:00:00 AM,,47,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2128
19139,10/24/2021 12:00:00 AM,66,310,367,,2023/11/16 13:10:00+00,2129
19150,2/21/2021 12:00:00 AM,22,244,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2130
19130,3/14/2021 12:00:00 AM,162,838,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2131
19133,2/28/2021 12:00:00 AM,43,130,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2132
19154,7/4/2021 12:00:00 AM,9,142,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2133
19121,4/18/2021 12:00:00 AM,95,480,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2134
19144,5/16/2021 12:00:00 AM,54,896,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2135
19139,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2136
19126,7/11/2021 12:00:00 AM,12,93,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2137
19142,4/25/2021 12:00:00 AM,54,482,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2138
19107,12/19/2021 12:00:00 AM,116,53,348,,2023/11/16 13:10:00+00,2139
19145,1/31/2021 12:00:00 AM,21,342,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2140
19115,10/24/2021 12:00:00 AM,71,116,705,,2023/11/16 13:10:00+00,2141
19132,6/20/2021 12:00:00 AM,21,293,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2142
19127,4/3/2022 12:00:00 AM,7,10,11,,2023/11/16 13:10:00+00,2143
19136,1/3/2021 12:00:00 AM,17,69,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2144
19127,4/11/2021 12:00:00 AM,19,192,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2145
19115,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2146
19104,1/10/2021 12:00:00 AM,14,147,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2147
19126,10/10/2021 12:00:00 AM,18,115,93,,2023/11/16 13:10:00+00,2148
19114,7/10/2022 12:00:00 AM,16,22,32,,2023/11/16 13:10:00+00,2149
19112,1/2/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2150
19147,2/20/2022 12:00:00 AM,38,69,103,,2023/11/16 13:10:00+00,2151
19135,12/5/2021 12:00:00 AM,78,169,362,,2023/11/16 13:10:00+00,2152
19130,8/7/2022 12:00:00 AM,11,20,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2153
19119,7/18/2021 12:00:00 AM,10,87,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2154
19123,3/27/2022 12:00:00 AM,13,26,24,,2023/11/16 13:10:00+00,2155
19147,9/26/2021 12:00:00 AM,72,125,453,,2023/11/16 13:10:00+00,2156
19144,2/6/2022 12:00:00 AM,99,266,184,,2023/11/16 13:10:00+00,2157
19131,5/15/2022 12:00:00 AM,24,32,48,,2023/11/16 13:10:00+00,2158
19152,1/24/2021 12:00:00 AM,7,194,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2159
19142,2/14/2021 12:00:00 AM,12,138,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2160
19144,2/7/2021 12:00:00 AM,41,305,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2161
19103,10/3/2021 12:00:00 AM,92,57,504,,2023/11/16 13:10:00+00,2162
19150,6/6/2021 12:00:00 AM,15,445,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2163
19153,12/13/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2164
19134,5/15/2022 12:00:00 AM,22,52,74,,2023/11/16 13:10:00+00,2165
19126,3/27/2022 12:00:00 AM,,17,27,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2166
19141,2/7/2021 12:00:00 AM,16,149,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2167
19106,10/3/2021 12:00:00 AM,24,31,271,,2023/11/16 13:10:00+00,2168
19142,9/26/2021 12:00:00 AM,25,215,59,,2023/11/16 13:10:00+00,2169
19109,8/8/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2170
19152,6/5/2022 12:00:00 AM,10,18,37,,2023/11/16 13:10:00+00,2171
19129,8/22/2021 12:00:00 AM,9,45,17,,2023/11/16 13:10:00+00,2172
19141,2/6/2022 12:00:00 AM,46,189,130,,2023/11/16 13:10:00+00,2173
19147,2/14/2021 12:00:00 AM,25,551,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2174
19106,12/26/2021 12:00:00 AM,58,20,147,,2023/11/16 13:10:00+00,2175
19150,12/5/2021 12:00:00 AM,57,141,533,,2023/11/16 13:10:00+00,2176
19143,10/10/2021 12:00:00 AM,82,392,357,,2023/11/16 13:10:00+00,2177
19122,2/20/2022 12:00:00 AM,31,62,55,,2023/11/16 13:10:00+00,2178
19111,5/8/2022 12:00:00 AM,30,56,75,,2023/11/16 13:10:00+00,2179
19154,11/7/2021 12:00:00 AM,59,103,553,,2023/11/16 13:10:00+00,2180
19123,4/17/2022 12:00:00 AM,9,15,17,,2023/11/16 13:10:00+00,2181
19145,12/27/2020 12:00:00 AM,6,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2182
19134,3/6/2022 12:00:00 AM,52,157,117,,2023/11/16 13:10:00+00,2183
19130,8/8/2021 12:00:00 AM,23,51,6,,2023/11/16 13:10:00+00,2184
19149,8/1/2021 12:00:00 AM,75,362,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2185
19137,5/29/2022 12:00:00 AM,,,6,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2186
19113,11/28/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2187
19124,6/20/2021 12:00:00 AM,53,797,6,,2023/11/16 13:10:00+00,2188
19131,4/3/2022 12:00:00 AM,28,47,91,,2023/11/16 13:10:00+00,2189
19153,1/31/2021 12:00:00 AM,,96,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2190
19140,7/17/2022 12:00:00 AM,44,26,65,,2023/11/16 13:10:00+00,2191
19120,1/3/2021 12:00:00 AM,8,33,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2192
19103,10/24/2021 12:00:00 AM,192,54,679,,2023/11/16 13:10:00+00,2193
19103,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2194
19131,4/11/2021 12:00:00 AM,171,1149,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2195
19139,6/13/2021 12:00:00 AM,23,469,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2196
19148,5/23/2021 12:00:00 AM,181,913,8,,2023/11/16 13:10:00+00,2197
19134,4/3/2022 12:00:00 AM,59,80,72,,2023/11/16 13:10:00+00,2198
19106,10/24/2021 12:00:00 AM,91,43,427,,2023/11/16 13:10:00+00,2199
19119,7/11/2021 12:00:00 AM,8,120,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2200
19145,7/17/2022 12:00:00 AM,76,28,63,,2023/11/16 13:10:00+00,2201
19128,1/9/2022 12:00:00 AM,149,129,619,,2023/11/16 13:10:00+00,2202
19138,12/19/2021 12:00:00 AM,84,121,477,,2023/11/16 13:10:00+00,2203
19125,1/3/2021 12:00:00 AM,11,124,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2204
19104,11/21/2021 12:00:00 AM,188,131,625,,2023/11/16 13:10:00+00,2205
19134,4/11/2021 12:00:00 AM,125,1490,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2206
19149,3/21/2021 12:00:00 AM,281,1723,9,,2023/11/16 13:10:00+00,2207
19106,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2208
19121,6/20/2021 12:00:00 AM,20,249,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2209
19134,8/29/2021 12:00:00 AM,57,340,37,,2023/11/16 13:10:00+00,2210
19123,4/24/2022 12:00:00 AM,12,8,32,,2023/11/16 13:10:00+00,2211
19122,3/28/2021 12:00:00 AM,53,1014,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2212
19138,12/12/2021 12:00:00 AM,93,145,592,,2023/11/16 13:10:00+00,2213
19140,1/23/2022 12:00:00 AM,176,328,403,,2023/11/16 13:10:00+00,2214
19128,3/13/2022 12:00:00 AM,8,31,45,,2023/11/16 13:10:00+00,2215
19125,7/24/2022 12:00:00 AM,40,82,32,,2023/11/16 13:10:00+00,2216
19144,5/22/2022 12:00:00 AM,20,44,61,,2023/11/16 13:10:00+00,2217
19130,4/4/2021 12:00:00 AM,111,1611,6,,2023/11/16 13:10:00+00,2218
19126,2/13/2022 12:00:00 AM,10,52,61,,2023/11/16 13:10:00+00,2219
19125,7/3/2022 12:00:00 AM,36,9,20,,2023/11/16 13:10:00+00,2220
19104,10/17/2021 12:00:00 AM,91,225,285,,2023/11/16 13:10:00+00,2221
19145,7/25/2021 12:00:00 AM,19,171,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,2222
19107,11/14/2021 12:00:00 AM,115,47,380,,2023/11/16 13:10:00+00,2223
19142,8/15/2021 12:00:00 AM,23,227,7,,2023/11/16 13:10:00+00,2224
